ID,Club,POS,GP,GS,A,GWA,HmA,RdA,A.90min,Timestamp
Dema Kovalenko,CHI,4,11,1,0,0,0,0,0,1999
Nino Da Silva,KC,6,8,3,0,0,0,0,0,1999
Francisco Gomez,KC,4,7,4,0,0,0,0,0,1999
Refik Sabanadzovic,KC,4,6,6,0,0,0,0,0,1999
John Ball,CHI,4,9,4,0,0,0,0,0,1999
Tony Kuhn,MIA,6,16,4,0,0,0,0,0,1999
Saul Martinez,MIA,6,15,4,0,0,0,0,0,1999
Paulo Dos Santos,NE,4,16,4,0,0,0,0,0,1999
Josh Keller,CHI,4,21,19,0,0,0,0,0,1999
Leo Cullen,MIA,4,30,30,0,0,0,0,0,1999
Billy Walsh,MET,4,30,30,0,0,0,0,0,1999
Carlos Valderrama,TB,4,32,32,26,6,16,10,0.81,2000
Steve Ralston,TB,4,30,30,17,8,12,5,0.58,2000
Martin Machon,MIA,4,24,21,16,5,8,8,0.74,2000
Preki,KC,4,31,29,15,4,12,3,0.54,2000
Peter Nowak,CHI,4,28,28,14,3,9,5,0.52,2000
Jason Kreis,DAL,4,27,27,13,4,9,4,0.49,2000
Robert Warzycha,CLB,4,30,29,13,3,10,3,0.44,2000
Eric Quill,TB,6,30,25,11,2,6,5,0.45,2000
Mark Chung,MET,4,30,28,11,5,8,3,0.39,2000
Diego Serna,MIA,6,31,25,10,3,5,5,0.4,2000
Oscar Pareja,DAL,4,29,27,10,4,4,6,0.38,2000
Roy Lassiter,MIA,6,27,20,9,2,5,4,0.44,2000
Chad Deering,DAL,4,29,24,9,2,9,0,0.37,2000
Adolfo Valencia,MET,6,31,25,9,2,6,3,0.35,2000
Dante Washington,CLB,6,30,28,9,1,6,3,0.32,2000
Chris Henderson,KC,4,31,30,9,5,5,4,0.3,2000
Mauricio Ramos,NE,4,21,21,8,4,4,4,0.43,2000
Jeff Cunningham,CLB,6,29,16,8,3,6,2,0.41,2000
Marco Etcheverry,DC,4,22,20,8,1,4,4,0.4,2000
Henry Gutierrez,MIA,4,27,23,8,2,5,3,0.36,2000
Chris Klein,KC,4,27,26,8,4,4,4,0.33,2000
Imad Baba,NE,4,30,29,8,3,7,1,0.29,2000
Jesse Marsch,CHI,4,30,29,8,2,4,4,0.27,2000
Welton,MIA,6,26,14,7,1,2,5,0.46,2000
Manny Lagos,TB,4,27,17,7,2,3,4,0.42,2000
Maurice Johnston,KC,5,25,22,7,3,5,2,0.32,2000
Junior Agogo,CHI,6,23,22,7,1,1,6,0.32,2000
Jaime Moreno,DC,6,25,25,7,2,3,4,0.28,2000
Wolde Harris,NE,6,31,31,7,1,5,2,0.24,2000
Josh Keller,TB,4,31,31,7,2,4,3,0.23,2000
Bobby Rhine,DAL,4,23,17,6,3,3,3,0.39,2000
Alex Comas,MET,4,25,17,6,0,1,5,0.34,2000
Tab Ramos,MET,4,20,18,6,2,4,2,0.33,2000
Ante Razov,CHI,6,24,24,6,2,3,3,0.25,2000
Brian West,CLB,5,28,24,6,3,5,1,0.24,2000
Petter Villegas,MET,4,29,27,6,1,1,5,0.23,2000
John Harkes,NE,4,28,27,6,1,3,3,0.22,2000
Lazo Alavanja,DAL,4,24,15,5,1,3,2,0.31,2000
Chris Armas,CHI,4,16,16,5,1,2,3,0.3,2000
Brian McBride,CLB,6,18,17,5,1,2,3,0.3,2000
Josh Wolff,CHI,6,25,20,5,2,3,2,0.23,2000
Dema Kovalenko,CHI,4,31,28,5,1,2,3,0.19,2000
Andy Williams,MIA,4,20,14,4,0,4,0,0.28,2000
Johnny Torres,NE,6,20,14,4,1,3,1,0.27,2000
Mark Santel,DAL,4,25,18,4,2,4,0,0.21,2000
Mamadou Diallo,TB,6,28,26,4,0,3,1,0.15,2000
Jim Rooney,MIA,4,30,27,4,0,4,0,0.15,2000
Ben Olsen,DC,4,13,13,3,0,2,1,0.26,2000
Mike Sorber,CHI,4,19,13,3,1,3,0,0.25,2000
Brian Kamler,MIA,4,28,20,3,1,2,1,0.14,2000
Ariel Graziani,DAL,6,24,24,3,2,2,1,0.13,2000
John Wilmar Perez,CLB,4,30,30,3,1,2,1,0.1,2000
Kerry Zavagnin,KC,4,31,31,3,1,3,0,0.1,2000
Peter Byaruhanga,KC,6,6,2,2,1,0,2,1.06,2000
Gary Glasgow,KC,6,11,5,2,0,0,2,0.38,2000
Brian Johnson,KC,4,18,4,2,0,1,1,0.31,2000
Eric Wynalda,MIA,6,11,6,2,0,1,1,0.28,2000
Jason Farrell,CLB,6,24,13,2,1,0,2,0.14,2000
Sergi Daniv,DAL,4,18,16,2,1,1,1,0.14,2000
Daniel Hernandez,MET,4,17,15,2,2,0,2,0.13,2000
Ramiro Corrales,MET,4,22,15,2,0,1,1,0.12,2000
Bobby Convey,DC,4,22,18,2,0,2,0,0.11,2000
Raul Diaz Arce,DC,6,23,21,2,0,2,0,0.1,2000
Ted Eck,DAL,5,29,22,2,1,1,1,0.09,2000
Mike Burns,NE,4,26,20,2,1,2,0,0.09,2000
Richie Williams,DC,4,29,27,2,1,2,0,0.07,2000
Leonel Alvarez,NE,4,28,28,2,1,1,1,0.07,2000
Rob Smith,CLB,4,1,1,1,0,0,1,2.31,2000
Paul Keegan,NE,6,11,0,1,0,1,0,1.08,2000
Shaker Asad,NE,4,8,2,1,0,0,1,0.37,2000
Roland Aguilera,CLB,4,16,3,1,0,1,0,0.2,2000
John Wolyniec,CHI,6,15,1,1,0,1,0,0.2,2000
Jeff Bilyk,MIA,4,9,7,1,0,0,1,0.15,2000
Judah Cooks,DC,4,15,7,1,0,1,0,0.14,2000
Francisco Gomez,KC,4,14,7,1,0,0,1,0.13,2000
Kalin Bankov,TB,4,18,9,1,0,1,0,0.1,2000
Miles Joseph,CLB,4,23,10,1,0,1,0,0.1,2000
Antonio Otero,DC,4,13,10,1,0,0,1,0.09,2000
Justin Evans,CHI,4,15,11,1,1,1,0,0.09,2000
Chris Brown,KC,5,22,10,1,0,0,1,0.08,2000
Miklos Molnar,KC,6,17,16,1,0,1,0,0.07,2000
Billy Walsh,MET,4,24,19,1,1,0,1,0.05,2000
Leo Cullen,MIA,4,22,22,1,0,1,0,0.05,2000
Pablo Mastroeni,MIA,4,29,29,1,0,1,0,0.03,2000
Christoff Lindenmayer,CLB,5,0,0,0,0,0,0,0,2000
Mario Longo,CLB,4,0,0,0,0,0,0,0,2000
O'Neil Peart,MET,6,0,0,0,0,0,0,0,2000
Ernest Inneh,TB,6,0,0,0,0,0,0,0,2000
Gerard Lagos,TB,6,0,0,0,0,0,0,0,2000
Keith Beach,MIA,4,1,0,0,0,0,0,0,2000
Sergio Salas,DC,6,1,0,0,0,0,0,0,2000
Angel Rivillo,DAL,5,1,0,0,0,0,0,0,2000
Brian Haynes,DAL,4,1,0,0,0,0,0,0,2000
Nino Da Silva,MET,6,3,0,0,0,0,0,0,2000
Mike Slivinski,DC,4,2,0,0,0,0,0,0,2000
Fabio Zuniga,NE,6,1,1,0,0,0,0,0,2000
Julian Gomez,MET,4,3,0,0,0,0,0,0,2000
Kirk Wilson,DAL,4,1,1,0,0,0,0,0,2000
Amos Magee,TB,6,7,0,0,0,0,0,0,2000
Yuri Lavrinenko,CHI,4,3,1,0,0,0,0,0,2000
Ihor Dotsenko,KC,6,2,2,0,0,0,0,0,2000
Maurizio Rocha,MIA,4,2,1,0,0,0,0,0,2000
Manuel Bucuane,TB,6,6,1,0,0,0,0,0,2000
Eduardo Hurtado,NE,6,3,1,0,0,0,0,0,2000
Alex Bunbury,KC,6,5,3,0,0,0,0,0,2000
Esmundo Rodriguez,DAL,4,8,2,0,0,0,0,0,2000
Steve Armas,CLB,4,4,4,0,0,0,0,0,2000
Sam George,CHI,4,16,3,0,0,0,0,0,2000
Mike Burke,DAL,6,9,4,0,0,0,0,0,2000
David Hayes,DC,6,10,4,0,0,0,0,0,2000
Carlos Parra,NE,4,14,4,0,0,0,0,0,2000
Jose Luis Morales,NE,6,8,6,0,0,0,0,0,2000
Pete Marino,DC,6,15,5,0,0,0,0,0,2000
Diego Serna,MIA,6,22,22,15,7,10,5,0.68,2001
John Wilmar Perez,CLB,4,25,23,15,5,10,5,0.64,2001
Preki,MIA,4,24,24,14,6,6,8,0.59,2001
Jeff Cunningham,CLB,6,22,20,13,3,10,3,0.66,2001
Ian Bishop,MIA,4,23,23,13,0,9,4,0.55,2001
Marco Etcheverry,DC,4,23,23,12,2,4,8,0.53,2001
Oscar Pareja,DAL,4,24,24,12,4,7,5,0.51,2001
Peter Nowak,CHI,4,18,18,10,3,5,5,0.58,2001
Jason Kreis,DAL,4,25,25,10,1,7,3,0.41,2001
Alex Pineda Chacon,MIA,4,25,23,9,1,7,2,0.39,2001
Jim Rooney,MIA,4,25,25,9,3,6,3,0.35,2001
Cate,NE,4,22,20,8,2,6,2,0.4,2001
Eric Quill,TB,6,24,23,8,2,6,2,0.39,2001
Chris Henderson,MIA,4,25,25,8,3,4,4,0.33,2001
Ariel Graziani,DAL,6,25,24,8,0,5,3,0.33,2001
Daniel Hernandez,MET,4,16,15,7,2,3,4,0.46,2001
Andy Williams,NE,4,20,17,7,1,7,0,0.43,2001
Dema Kovalenko,CHI,4,25,25,7,2,5,2,0.27,2001
Jesse Marsch,CHI,4,27,27,7,1,4,3,0.26,2001
Francisco Gomez,KC,4,24,16,6,4,4,2,0.41,2001
Brian McBride,CLB,6,15,14,6,3,4,2,0.41,2001
Jair,TB,4,25,18,6,0,4,2,0.35,2001
Jaime Moreno,DC,6,24,23,6,1,5,1,0.29,2001
Chris Klein,KC,4,24,23,6,4,4,2,0.26,2001
Steve Ralston,TB,4,25,25,6,1,5,1,0.24,2001
Mark Chung,MET,4,26,24,6,2,2,4,0.24,2001
Eric Wynalda,CHI,6,24,13,5,1,0,5,0.33,2001
Johnny Torres,MIA,6,23,15,5,2,5,0,0.31,2001
Tab Ramos,MET,4,18,17,5,1,4,1,0.31,2001
Wolde Harris,NE,6,21,17,5,2,3,2,0.28,2001
Brian West,CLB,5,21,19,5,0,2,3,0.27,2001
Mark Lisi,DC,4,25,20,5,2,4,1,0.26,2001
Petter Villegas,MET,4,22,22,5,2,2,3,0.25,2001
Mamadou Diallo,TB,6,22,20,5,1,2,3,0.25,2001
Brian Maisonneuve,CLB,4,25,25,5,1,2,3,0.21,2001
Kerry Zavagnin,KC,4,27,27,5,3,5,0,0.18,2001
Adolfo Valencia,MET,6,17,14,4,2,2,2,0.31,2001
Joselito Vaca,DAL,4,21,17,4,0,1,3,0.25,2001
Chad Deering,DAL,4,25,25,4,2,1,3,0.16,2001
Mike Burns,KC,4,19,14,3,1,3,0,0.23,2001
Dante Washington,CLB,6,21,13,3,1,2,1,0.22,2001
John Harkes,CLB,4,23,20,3,1,1,2,0.15,2001
Ian Woan,CLB,4,4,0,2,1,2,0,1.68,2001
Greg Simmonds,MIA,6,9,5,2,0,2,0,0.43,2001
Edson Buddle,CLB,6,17,5,2,0,1,1,0.32,2001
